Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality
SRR15401439_1	SRR15401439_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39618404.0	1.9 Gbp	0.0	50.0	42.0	47.244130433232954	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401439_2	SRR15401439_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39618404.0	1.9 Gbp	0.0	50.0	44.0	51.17418017557198	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401440_1	SRR15401440_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40637208.0	2 Gbp	0.0	50.0	42.0	46.693576546049236	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401440_2	SRR15401440_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40637208.0	2 Gbp	0.0	50.0	44.0	54.1140814012687	50.0	50	pass	fail	pass	warn	pass	pass	pass	warn	pass	pass	
SRR15401441_1	SRR15401441_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46184461.0	2.3 Gbp	0.0	50.0	43.0	45.49320331256882	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401441_2	SRR15401441_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46184461.0	2.3 Gbp	0.0	50.0	44.0	47.69319919262938	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401442_1	SRR15401442_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43023209.0	2.1 Gbp	0.0	50.0	42.0	46.86497074789931	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401442_2	SRR15401442_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43023209.0	2.1 Gbp	0.0	50.0	43.0	54.27412865414182	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass	
SRR15401443_1	SRR15401443_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40848309.0	2 Gbp	0.0	50.0	42.0	42.79911945770863	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401443_2	SRR15401443_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40848309.0	2 Gbp	0.0	50.0	43.0	45.14553457452375	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401444_1	SRR15401444_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44681165.0	2.2 Gbp	0.0	50.0	42.0	45.526937703389756	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401444_2	SRR15401444_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44681165.0	2.2 Gbp	0.0	50.0	43.0	52.48774275077022	50.0	50	pass	fail	pass	warn	pass	pass	pass	warn	pass	pass	
SRR15401445_1	SRR15401445_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37979778.0	1.8 Gbp	0.0	50.0	42.0	40.67086854717681	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401445_2	SRR15401445_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37979778.0	1.8 Gbp	0.0	50.0	44.0	47.996927787891266	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	pass	pass	
SRR15401446_1	SRR15401446_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28408659.0	1.4 Gbp	0.0	50.0	43.0	41.91277992337257	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401446_2	SRR15401446_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28408659.0	1.4 Gbp	0.0	50.0	45.0	47.10144033962102	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401447_1	SRR15401447_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23946707.0	1.1 Gbp	0.0	50.0	42.0	45.42904211362183	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	warn	pass	
SRR15401447_2	SRR15401447_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23946707.0	1.1 Gbp	0.0	50.0	44.0	54.101377346250544	50.0	50	pass	fail	pass	warn	pass	pass	pass	warn	warn	pass	
SRR15401448_1	SRR15401448_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37812338.0	1.8 Gbp	0.0	50.0	43.0	42.376874812274835	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401448_2	SRR15401448_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37812338.0	1.8 Gbp	0.0	50.0	45.0	45.093511460799036	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	pass	pass	
SRR15401449_1	SRR15401449_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49348512.0	2.4 Gbp	0.0	50.0	42.0	41.506010109985375	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	warn	pass	
SRR15401449_2	SRR15401449_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49348512.0	2.4 Gbp	0.0	50.0	44.0	46.40636866019905	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	warn	pass	
SRR15401450_1	SRR15401450_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37246793.0	1.8 Gbp	0.0	50.0	43.0	44.079067395844774	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401450_2	SRR15401450_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37246793.0	1.8 Gbp	0.0	50.0	44.0	47.85102673746919	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401451_1	SRR15401451_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	53649018.0	2.6 Gbp	0.0	50.0	43.0	44.56228250762318	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401451_2	SRR15401451_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	53649018.0	2.6 Gbp	0.0	50.0	45.0	46.23742531568251	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	pass	pass	
SRR15401452_1	SRR15401452_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	52876472.0	2.6 Gbp	0.0	50.0	44.0	41.148022318177134	50.0	50	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass	
SRR15401452_2	SRR15401452_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	52876472.0	2.6 Gbp	0.0	50.0	44.0	47.200866042200055	50.0	50	pass	fail	pass	warn	pass	pass	pass	fail	pass	pass	
SRR15401453_1	SRR15401453_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31412456.0	1.5 Gbp	0.0	50.0	43.0	49.20297560245238	50.0	50	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass	
SRR15401453_2	SRR15401453_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31412456.0	1.5 Gbp	0.0	50.0	44.0	51.05932722550707	50.0	50	pass	fail	pass	fail	pass	pass	pass	warn	warn	pass	
SRR15401454_1	SRR15401454_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	53549463.0	2.6 Gbp	0.0	50.0	42.0	32.55349642020591	50.0	50	pass	pass	pass	fail	pass	pass	pass	fail	pass	pass	
